Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyResponseStatusCode(danaInquiryResponse, 200)",,,,2023-06-13 15:25:28,2023-06-13 15:25:28,0.005s,PASSED
,,,,,,,
Test Cases/PaymentDanaCase(Saving),,,,2023-06-13 15:25:28,2023-06-13 15:25:35,7.102s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:25:29,2023-06-13 15:25:29,0.003s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 15:25:29,2023-06-13 15:25:29,0.002s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-13 15:25:29,2023-06-13 15:25:29,0.001s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-13 15:25:29,2023-06-13 15:25:30,0.001s,PASSED
localDate = formattedLocalDate,,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.000s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
localTime = formattedLocalTime,,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  - emoney dana open denom payment""))",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.693s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.053s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 15:25:30,2023-06-13 15:25:30,0.001s,PASSED
"danaPaymentResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/dana payment""))",,,,2023-06-13 15:25:30,2023-06-13 15:25:35,4.947s,PASSED
"RC = getElementPropertyValue(danaPaymentResponse, ""responseCode"")",,,,2023-06-13 15:25:35,2023-06-13 15:25:35,0.054s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 15:25:35,2023-06-13 15:25:35,0.002s,PASSED
"verifyResponseStatusCode(danaPaymentResponse, 200)",,,,2023-06-13 15:25:35,2023-06-13 15:25:35,0.007s,PASSED
,,,,,,,
Test Cases/AdviceDanaCase,,,,2023-06-13 15:25:35,2023-06-13 15:25:40,4.850s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/Advice/GET SIGNATURE SERVICE - dana Advice Payment""))",,,,2023-06-13 15:25:36,2023-06-13 15:25:37,1.331s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 15:25:37,2023-06-13 15:25:37,0.035s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 15:25:37,2023-06-13 15:25:37,0.000s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 15:25:37,2023-06-13 15:25:37,0.000s,PASSED
"danaAdviceResponse = sendRequest(findTestObject(""Postman/Advice/dana Payment Advice""))",,,,2023-06-13 15:25:37,2023-06-13 15:25:40,2.625s,PASSED
"RC = getElementPropertyValue(danaAdviceResponse, ""responseCode"")",,,,2023-06-13 15:25:40,2023-06-13 15:25:40,0.045s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 15:25:40,2023-06-13 15:25:40,0.001s,PASSED
"verifyResponseStatusCode(danaAdviceResponse, 200)",,,,2023-06-13 15:25:40,2023-06-13 15:25:40,0.005s,PASSED
